0910050306
Date,Sensor1 (S1),Sensor2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),FlowMeter Total (DI_B),FlowMeter Total (DI_2)
08/18/2011 06:25:01,   939.91,  225.22,      53,      72,      58,       800.00,      5200.00
08/18/2011 06:35:01,   943.02,  219.43,      53,      72,      58,       800.00,      5200.00
08/18/2011 06:45:01,   946.01,  215.65,      53,      72,      58,       800.00,      5200.00
08/18/2011 06:55:01,   949.91,  212.52,      53,      72,      58,       800.00,      5200.00
08/18/2011 07:05:01,   954.17,  210.15,      53,      72,      58,       800.00,      5200.00
08/18/2011 07:15:01,   958.00,  208.34,      53,      72,      58,       800.00,      5200.00
08/18/2011 07:25:01,   962.33,  206.67,      53,      72,      58,       800.00,      5200.00
08/18/2011 07:35:01,   966.57,  204.94,      53,      72,      58,       800.00,      5200.00
08/18/2011 07:45:01,   971.60,  203.85,      53,      72,      58,       800.00,      5200.00
08/18/2011 07:55:01,   976.98,  202.63,      53,      72,      57,      1000.00,      5200.00
08/18/2011 08:05:01,   969.93,  203.45,      53,      72,      57,      1400.00,      6100.00
08/18/2011 08:15:01,   957.84,  217.15,      53,      72,      57,      1900.00,      7600.00
08/18/2011 08:25:01,   945.67,  229.84,      53,      72,      57,      2400.00,      9200.00
08/18/2011 08:35:01,   935.85,  239.18,      53,      72,      57,      2900.00,     10700.00
08/18/2011 08:45:01,   924.02,  248.95,      53,      72,      57,      3300.00,     12000.00
08/18/2011 08:55:01,   935.08,  291.37,      53,      72,      57,      3300.00,     12000.00
08/18/2011 09:05:01,   939.80,  372.28,      53,      72,      57,      3300.00,     12000.00
08/18/2011 09:15:01,   946.24,  407.10,      53,      72,      57,      3300.00,     12000.00
08/18/2011 09:25:01,   952.13,  428.89,      53,      72,      57,      3300.00,     12000.00
08/18/2011 09:35:01,   957.83,  431.48,      53,      71,      57,      3300.00,     12000.00
08/18/2011 09:45:01,   962.55,  368.51,      53,      72,      57,      3300.00,     12000.00
08/18/2011 09:55:01,   968.06,  328.71,      53,      72,      57,      3300.00,     12000.00
08/18/2011 10:05:01,   974.44,  305.94,      53,      72,      57,      3300.00,     12300.00
08/18/2011 10:15:01,   957.70,  298.76,      53,      72,      57,      3300.00,     13800.00
08/18/2011 10:25:01,   948.04,  297.62,      52,      72,      57,      3300.00,     15400.00
08/18/2011 10:35:01,   937.32,  298.54,      52,      71,      57,      3300.00,     16700.00
08/18/2011 10:45:01,   948.98,  287.20,      53,      71,      57,      3300.00,     16700.00
08/18/2011 10:55:01,   953.40,  273.45,      53,      71,      57,      3300.00,     16700.00
08/18/2011 11:05:01,   959.45,  261.42,      53,      71,      57,      3300.00,     16700.00
08/18/2011 11:15:01,   965.29,  251.78,      53,      71,      57,      3300.00,     16700.00
08/18/2011 11:25:01,   970.96,  245.06,      53,      71,      57,      3300.00,     16700.00
08/18/2011 11:35:01,   977.01,  240.25,      53,      72,      57,      3500.00,     16700.00
08/18/2011 11:45:01,   972.32,  240.30,      53,      72,      57,      4000.00,     17600.00
08/18/2011 11:55:01,   960.51,  253.57,      53,      72,      57,      4400.00,     19100.00
08/18/2011 12:05:01,   949.98,  265.07,      52,      71,      57,      4900.00,     20700.00
08/18/2011 12:15:01,   941.06,  276.51,      52,      71,      57,      4900.00,     22300.00
08/18/2011 12:25:01,   934.52,  285.34,      53,      71,      57,      4900.00,     23300.00
08/18/2011 12:35:01,   945.16,  271.94,      53,      71,      57,      4900.00,     23300.00
08/18/2011 12:45:01,   950.72,  259.99,      53,      71,      57,      4900.00,     23300.00
08/18/2011 12:55:01,   957.15,  249.82,      52,      71,      57,      4900.00,     23300.00
08/18/2011 13:05:01,   964.42,  242.31,      52,      71,      57,      4900.00,     23300.00
08/18/2011 13:15:01,   970.36,  237.22,      52,      71,      57,      4900.00,     23300.00
08/18/2011 13:25:01,   977.07,  233.39,      52,      71,      57,      5100.00,     23300.00
08/18/2011 13:35:01,   967.65,  237.18,      52,      72,      57,      5500.00,     24500.00
08/18/2011 13:45:01,   957.93,  250.11,      52,      72,      57,      6000.00,     26000.00
08/18/2011 13:55:01,   946.89,  263.28,      52,      72,      57,      6400.00,     27600.00
08/18/2011 14:05:01,   936.99,  275.39,      52,      71,      57,      6400.00,     29200.00
08/18/2011 14:15:01,   935.72,  279.92,      52,      72,      57,      6400.00,     29800.00
08/18/2011 14:25:01,   942.42,  264.40,      52,      71,      57,      6400.00,     29800.00
08/18/2011 14:35:01,   949.26,  252.15,      52,      72,      57,      6400.00,     29800.00
08/18/2011 14:45:01,   954.84,  242.54,      52,      71,      57,      6400.00,     29800.00
08/18/2011 14:55:01,   961.17,  236.19,      52,      72,      57,      6400.00,     29800.00
08/18/2011 15:05:01,   967.30,  231.42,      52,      71,      57,      6400.00,     29800.00
08/18/2011 15:15:01,   972.90,  228.84,      52,      72,      57,      6400.00,     29800.00
08/18/2011 15:25:01,   975.17,  227.52,      52,      72,      57,      6600.00,     30400.00
08/18/2011 15:35:01,   959.29,  240.15,      52,      72,      57,      7100.00,     32000.00
08/18/2011 15:45:01,   948.58,  253.44,      52,      72,      57,      7500.00,     33600.00
08/18/2011 15:55:01,   937.90,  266.13,      52,      72,      57,      7500.00,     35200.00
08/18/2011 16:05:01,   931.41,  276.01,      52,      72,      57,      7500.00,     36100.00
08/18/2011 16:15:01,   941.69,  259.54,      52,      71,      57,      7500.00,     36100.00
08/18/2011 16:25:01,   947.34,  242.36,      52,      71,      57,      7500.00,     36100.00
08/18/2011 16:35:01,   952.92,  229.53,      52,      71,      57,      7500.00,     36100.00
08/18/2011 16:45:01,   958.39,  223.20,      52,      72,      57,      7500.00,     36100.00
08/18/2011 16:55:01,   964.02,  220.10,      52,      71,      57,      7500.00,     36100.00
08/18/2011 17:05:01,   968.86,  218.32,      52,      72,      57,      7500.00,     36100.00
08/18/2011 17:15:01,   973.67,  216.00,      52,      72,      57,      7500.00,     36100.00
08/18/2011 17:25:01,   968.71,  215.23,      52,      72,      57,      7900.00,     37100.00
08/18/2011 17:35:01,   955.42,  218.63,      52,      72,      57,      8400.00,     38600.00
08/18/2011 17:45:01,   943.11,  222.70,      52,      72,      57,      8600.00,     40200.00
08/18/2011 17:55:01,   931.77,  225.30,      52,      71,      57,      8600.00,     41800.00
08/18/2011 18:05:01,   938.65,  224.71,      52,      71,      57,      8600.00,     41800.00
08/18/2011 18:15:01,   943.00,  219.94,      52,      71,      57,      8600.00,     41800.00
08/18/2011 18:25:01,   948.54,  216.55,      52,      71,      57,      8600.00,     41800.00
08/18/2011 18:35:01,   953.22,  214.44,      52,      71,      57,      8600.00,     41800.00
08/18/2011 18:45:02,   957.52,  214.23,      52,      72,      57,      8600.00,     41800.00
08/18/2011 18:55:01,   961.72,  214.14,      52,      71,      57,      8600.00,     41800.00
08/18/2011 19:05:01,   965.87,  214.11,      52,      72,      57,      8600.00,     41800.00
08/18/2011 19:15:01,   969.09,  213.99,      52,      71,      57,      8600.00,     41800.00
08/18/2011 19:25:01,   972.74,  213.99,      52,      71,      57,      8600.00,     42100.00
08/18/2011 19:35:01,   955.38,  219.83,      52,      71,      57,      8600.00,     43600.00
08/18/2011 19:45:01,   943.07,  228.80,      52,      72,      57,      8600.00,     45100.00
08/18/2011 19:55:01,   940.14,  238.89,      52,      72,      57,      8600.00,     45800.00
08/18/2011 20:05:01,   943.76,  235.97,      52,      72,      57,      8600.00,     45800.00
08/18/2011 20:15:01,   947.26,  230.29,      52,      72,      57,      8600.00,     45800.00
08/18/2011 20:25:01,   949.70,  225.63,      52,      72,      57,      8600.00,     45800.00
08/18/2011 20:35:01,   953.31,  221.54,      52,      72,      57,      8600.00,     45800.00
08/18/2011 20:45:01,   955.68,  218.82,      52,      72,      57,      8600.00,     45800.00
08/18/2011 20:55:01,   958.07,  216.55,      52,      72,      57,      8600.00,     45800.00
08/18/2011 21:05:01,   960.10,  214.50,      52,      72,      57,      8600.00,     45800.00
08/18/2011 21:15:01,   961.72,  213.00,      52,      72,      57,      8600.00,     45800.00
08/18/2011 21:25:01,   963.28,  211.77,      52,      72,      57,      8600.00,     45800.00
08/18/2011 21:35:01,   964.81,  210.84,      52,      72,      57,      8600.00,     45800.00
08/18/2011 21:45:01,   965.71,  210.82,      52,      72,      57,      8600.00,     45800.00
08/18/2011 21:55:01,   967.33,  210.29,      52,      72,      57,      8600.00,     45800.00
08/18/2011 22:05:01,   968.74,  209.40,      52,      72,      57,      8600.00,     45800.00
08/18/2011 22:15:01,   970.60,  209.02,      52,      72,      57,      8600.00,     45800.00
08/18/2011 22:25:01,   972.30,  208.67,      52,      72,      57,      8600.00,     45800.00
08/18/2011 22:35:01,   973.66,  208.56,      52,      72,      57,      8600.00,     45800.00
08/18/2011 22:45:01,   974.43,  208.42,      52,      72,      57,      8600.00,     45800.00
08/18/2011 22:55:01,   975.86,  208.28,      52,      72,      57,      9000.00,     45800.00
08/18/2011 23:05:01,   977.39,  208.17,      52,      72,      57,      9500.00,     45800.00
08/18/2011 23:15:01,   963.94,  212.45,      52,      72,      57,     10000.00,     46900.00
08/18/2011 23:25:01,   948.62,  231.84,      52,      72,      58,     10400.00,     48400.00
08/18/2011 23:35:02,   933.79,  257.04,      52,      72,      57,     10400.00,     49900.00
08/18/2011 23:45:01,   934.74,  277.41,      52,      72,      57,     10400.00,     50200.00
08/18/2011 23:55:01,   935.56,  268.76,      52,      72,      57,     10400.00,     50200.00
08/19/2011 00:05:01,   937.21,  260.06,      52,      72,      57,         0.00,         0.00
08/19/2011 00:15:01,   938.55,  250.02,      52,      72,      58,         0.00,         0.00
08/19/2011 00:25:01,   939.74,  239.98,      52,      72,      58,         0.00,         0.00
08/19/2011 00:35:01,   941.02,  232.45,      52,      72,      58,         0.00,         0.00
08/19/2011 00:45:01,   941.89,  226.32,      52,      72,      57,         0.00,         0.00
08/19/2011 00:55:01,   943.36,  222.60,      52,      72,      58,         0.00,         0.00
08/19/2011 01:05:01,   944.52,  219.50,      52,      72,      57,         0.00,         0.00
08/19/2011 01:15:02,   946.21,  217.32,      52,      72,      57,         0.00,         0.00
08/19/2011 01:25:01,   946.68,  211.15,      52,      72,      57,         0.00,         0.00
08/19/2011 01:35:01,   947.99,  212.67,      52,      72,      57,         0.00,         0.00
08/19/2011 01:45:01,   949.02,  212.71,      52,      72,      57,         0.00,         0.00
08/19/2011 01:55:01,   950.30,  212.54,      52,      72,      57,         0.00,         0.00
08/19/2011 02:05:01,   951.60,  212.67,      52,      72,      57,         0.00,         0.00
08/19/2011 02:15:01,   952.10,  212.01,      52,      72,      57,         0.00,         0.00
08/19/2011 02:25:01,   952.92,  212.14,      52,      72,      57,         0.00,         0.00
08/19/2011 02:35:01,   954.24,  211.47,      52,      72,      57,         0.00,         0.00
08/19/2011 02:45:01,   954.80,  211.26,      52,      72,      58,         0.00,         0.00
08/19/2011 02:55:01,   956.14,  211.16,      52,      72,      58,         0.00,         0.00
08/19/2011 03:05:01,   957.42,  210.69,      52,      72,      58,         0.00,         0.00
08/19/2011 03:15:01,   957.83,  210.97,      52,      72,      58,         0.00,         0.00
08/19/2011 03:25:01,   959.17,  210.76,      52,      72,      58,         0.00,         0.00
08/19/2011 03:35:01,   959.66,  210.59,      52,      72,      58,         0.00,         0.00
08/19/2011 03:45:01,   960.94,  210.35,      52,      72,      58,         0.00,         0.00
08/19/2011 03:55:01,   961.84,  210.27,      52,      72,      58,         0.00,         0.00
08/19/2011 04:05:01,   962.65,  210.03,      52,      72,      58,         0.00,         0.00
08/19/2011 04:15:01,   963.73,  210.18,      52,      72,      58,         0.00,         0.00
08/19/2011 04:25:01,   964.96,  210.16,      52,      72,      58,         0.00,         0.00
08/19/2011 04:35:01,   965.93,  209.87,      52,      72,      58,         0.00,         0.00
08/19/2011 04:45:01,   966.68,  209.86,      52,      72,      58,         0.00,         0.00
08/19/2011 04:55:01,   967.94,  209.48,      52,      72,      58,         0.00,         0.00
08/19/2011 05:05:01,   969.05,  209.59,      52,      72,      58,         0.00,         0.00
08/19/2011 05:15:01,   971.96,  208.73,      52,      72,      58,         0.00,         0.00
08/19/2011 05:25:01,   978.40,  207.14,      52,      72,      58,       100.00,         0.00
08/19/2011 05:35:01,   970.47,  206.69,      52,      72,      58,       600.00,       900.00
08/19/2011 05:45:01,   954.61,  218.72,      52,      72,      58,      1100.00,      2500.00
08/19/2011 05:55:01,   940.53,  234.35,      51,      72,      58,      1200.00,      4000.00
08/19/2011 06:05:01,   936.40,  250.96,      52,      72,      58,      1200.00,      4700.00
08/19/2011 06:15:01,   939.74,  249.46,      52,      72,      58,      1200.00,      4700.00
08/19/2011 06:25:01,   944.21,  242.64,      51,      72,      58,      1200.00,      4700.00
08/19/2011 06:35:01,   947.82,  233.84,      52,      72,      58,      1200.00,      4700.00
08/19/2011 06:45:01,   954.04,  225.27,      51,      72,      58,      1200.00,      4700.00
08/19/2011 06:55:01,   957.95,  218.74,      52,      72,      58,      1200.00,      4700.00
08/19/2011 07:05:01,   961.40,  215.44,      52,      72,      58,      1200.00,      4700.00
08/19/2011 07:15:01,   965.65,  212.64,      51,      72,      58,      1200.00,      4700.00
08/19/2011 07:25:01,   969.82,  211.26,      51,      72,      58,      1200.00,      4700.00
08/19/2011 07:35:01,   973.66,  209.70,      51,      72,      57,      1200.00,      4700.00
08/19/2011 07:45:01,   977.88,  207.33,      51,      72,      58,      1500.00,      4700.00
08/19/2011 07:55:01,   977.49,  205.80,      51,      72,      57,      2000.00,      5300.00
08/19/2011 08:05:01,   961.08,  221.80,      51,      72,      57,      2500.00,      6800.00
08/19/2011 08:15:01,   947.45,  238.65,      51,      72,      57,      3000.00,      8400.00
08/19/2011 08:25:01,   936.13,  254.50,      51,      72,      57,      3500.00,     10000.00
08/19/2011 08:35:01,   924.24,  266.64,      51,      72,      57,      3900.00,     11500.00
08/19/2011 08:45:01,   932.44,  349.27,      51,      72,      57,      3900.00,     11600.00
08/19/2011 08:55:01,   936.76,  397.80,      51,      71,      57,      3900.00,     11600.00
08/19/2011 09:05:01,   943.02,  424.57,      51,      71,      57,      3900.00,     11600.00
08/19/2011 09:15:01,   948.50,  445.67,      51,      71,      57,      3900.00,     11600.00
08/19/2011 09:25:01,   954.70,  463.02,      51,      71,      57,      3900.00,     11600.00
08/19/2011 09:35:01,   960.26,  477.77,      51,      71,      57,      3900.00,     11600.00
08/19/2011 09:45:01,   964.86,  441.27,      51,      71,      57,      3900.00,     11600.00
08/19/2011 09:55:01,   969.98,  384.61,      51,      71,      57,      3900.00,     11600.00
08/19/2011 10:05:01,   975.62,  340.94,      51,      71,      57,      3900.00,     11600.00
08/19/2011 10:15:01,   977.60,  316.06,      51,      71,      57,      3900.00,     12100.00
08/19/2011 10:25:01,   961.29,  309.24,      51,      71,      57,      3900.00,     13700.00
08/19/2011 10:35:01,   950.06,  306.77,      51,      71,      57,      3900.00,     15200.00
08/19/2011 10:45:01,   950.03,  301.73,      51,      71,      57,      3900.00,     15900.00
08/19/2011 10:55:01,   956.10,  284.72,      51,      71,      57,      3900.00,     15900.00
08/19/2011 11:05:01,   962.70,  269.49,      51,      71,      57,      3900.00,     15900.00
08/19/2011 11:15:01,   965.36,  257.44,      51,      71,      57,      3900.00,     16500.00
08/19/2011 11:25:02,   956.06,  263.61,      51,      71,      57,      3900.00,     18000.00
08/19/2011 11:35:01,   946.67,  266.39,      51,      71,      57,      3900.00,     19500.00
08/19/2011 11:45:01,   937.96,  269.41,      51,      71,      57,      3900.00,     21000.00
08/19/2011 11:55:01,   942.46,  263.28,      51,      71,      57,      3900.00,     21400.00
08/19/2011 12:05:01,   948.55,  250.05,      51,      71,      57,      3900.00,     21400.00
08/19/2011 12:15:01,   954.61,  241.32,      51,      71,      57,      3900.00,     21400.00
08/19/2011 12:25:01,   960.50,  236.69,      51,      71,      57,      3900.00,     21400.00
08/19/2011 12:35:01,   966.52,  233.45,      51,      71,      57,      3900.00,     21400.00
08/19/2011 12:45:01,   972.84,  230.97,      51,      71,      57,      3900.00,     21400.00
08/19/2011 12:55:01,   971.45,  230.44,      51,      71,      57,      4200.00,     21900.00
08/19/2011 13:05:01,   961.22,  241.72,      51,      71,      57,      4600.00,     23500.00
08/19/2011 13:15:01,   951.24,  250.25,      51,      71,      57,      5100.00,     25000.00
08/19/2011 13:25:01,   942.73,  256.37,      51,      71,      57,      5200.00,     26500.00
08/19/2011 13:35:01,   933.31,  262.72,      51,      71,      57,      5200.00,     28000.00
08/19/2011 13:45:01,   937.86,  257.66,      51,      71,      57,      5200.00,     28300.00
08/19/2011 13:55:01,   944.76,  244.16,      51,      71,      57,      5200.00,     28300.00
08/19/2011 14:05:01,   951.29,  235.68,      51,      71,      57,      5200.00,     28300.00
08/19/2011 14:15:01,   956.37,  230.38,      51,      71,      57,      5200.00,     28300.00
08/19/2011 14:25:01,   963.22,  227.64,      51,      71,      57,      5200.00,     28300.00
08/19/2011 14:35:01,   970.03,  216.28,      51,      71,      57,      5200.00,     28300.00
08/19/2011 14:45:02,   975.88,  219.07,      51,      71,      57,      5300.00,     28300.00
08/19/2011 14:55:01,   965.19,  225.18,      51,      71,      57,      5800.00,     29800.00
08/19/2011 15:05:01,   956.17,  233.77,      50,      71,      57,      6300.00,     31300.00
08/19/2011 15:15:01,   947.27,  241.85,      50,      71,      57,      6600.00,     32900.00
08/19/2011 15:25:01,   938.18,  247.75,      50,      71,      57,      6600.00,     34400.00
08/19/2011 15:35:01,   940.33,  246.71,      51,      71,      57,      6600.00,     35000.00
08/19/2011 15:45:01,   946.10,  233.86,      50,      71,      57,      6600.00,     35000.00
08/19/2011 15:55:01,   951.81,  226.45,      51,      71,      57,      6600.00,     35000.00
08/19/2011 16:05:01,   958.95,  221.57,      51,      71,      57,      6600.00,     35000.00
08/19/2011 16:15:01,   965.75,  219.08,      51,      71,      57,      6600.00,     35000.00
08/19/2011 16:25:02,   971.03,  217.78,      50,      71,      57,      6600.00,     35000.00
08/19/2011 16:35:01,   971.24,  217.41,      50,      71,      57,      6800.00,     35600.00
08/19/2011 16:45:01,   960.06,  225.28,      50,      71,      57,      7300.00,     37100.00
08/19/2011 16:55:01,   949.86,  234.23,      50,      71,      57,      7700.00,     38400.00
08/19/2011 17:05:01,   957.13,  230.69,      50,      71,      57,      7700.00,     38400.00
08/19/2011 17:15:01,   961.43,  224.11,      50,      71,      57,      7700.00,     38400.00
08/19/2011 17:25:01,   966.29,  220.21,      50,      71,      57,      7700.00,     38400.00
08/19/2011 17:35:01,   969.53,  216.65,      50,      71,      58,      7700.00,     38400.00
08/19/2011 17:45:01,   973.98,  214.36,      50,      71,      57,      7700.00,     38400.00
08/19/2011 17:55:01,   978.07,  214.04,      50,      71,      57,      8100.00,     38400.00
08/19/2011 18:05:01,   982.24,  213.84,      50,      71,      57,      8500.00,     38400.00
08/19/2011 18:15:01,   983.46,  213.35,      50,      71,      57,      9000.00,     39000.00
08/19/2011 18:25:01,   965.90,  220.19,      50,      71,      57,      9500.00,     40500.00
08/19/2011 18:35:01,   953.22,  229.20,      50,      71,      57,     10000.00,     42000.00
08/19/2011 18:45:01,   941.89,  239.82,      50,      71,      57,     10100.00,     43500.00
08/19/2011 18:55:01,   931.86,  249.99,      50,      71,      57,     10100.00,     44400.00
08/19/2011 19:05:01,   939.46,  241.64,      50,      71,      57,     10100.00,     44400.00
08/19/2011 19:15:01,   941.57,  231.68,      50,      71,      57,     10100.00,     44400.00
08/19/2011 19:25:01,   944.89,  225.13,      50,      71,      57,     10100.00,     44400.00
08/19/2011 19:35:01,   946.80,  220.89,      50,      71,      57,     10100.00,     44400.00
08/19/2011 19:45:01,   950.15,  218.69,      50,      71,      57,     10100.00,     44400.00
08/19/2011 19:55:01,   952.84,  217.08,      50,      71,      57,     10100.00,     44400.00
08/19/2011 20:05:01,   955.98,  215.95,      50,      71,      57,     10100.00,     44400.00
08/19/2011 20:15:01,   958.03,  214.62,      50,      71,      57,     10100.00,     44400.00
08/19/2011 20:25:01,   960.73,  213.28,      50,      71,      57,     10100.00,     44400.00
08/19/2011 20:35:01,   963.08,  211.55,      50,      71,      57,     10100.00,     44400.00
08/19/2011 20:45:01,   965.58,  210.81,      50,      71,      57,     10100.00,     44400.00
08/19/2011 20:55:01,   967.24,  210.33,      50,      71,      57,     10100.00,     44400.00
08/19/2011 21:05:01,   968.28,  210.00,      50,      71,      57,     10100.00,     44400.00
08/19/2011 21:15:01,   970.30,  209.63,      50,      71,      57,     10100.00,     44400.00
08/19/2011 21:25:01,   971.56,  209.48,      50,      71,      58,     10100.00,     44400.00
08/19/2011 21:35:01,   973.27,  209.41,      50,      71,      57,     10100.00,     44400.00
08/19/2011 21:45:01,   974.56,  209.09,      50,      71,      58,     10100.00,     44400.00
08/19/2011 21:55:01,   971.90,  208.57,      50,      71,      57,     10400.00,     45000.00
08/19/2011 22:05:01,   953.82,  221.24,      50,      71,      57,     10900.00,     46500.00
08/19/2011 22:15:01,   939.65,  239.29,      50,      71,      57,     11100.00,     48000.00
08/19/2011 22:25:01,   928.37,  259.73,      50,      71,      57,     11100.00,     48900.00
08/19/2011 22:35:01,   935.07,  254.06,      50,      71,      57,     11100.00,     48900.00
08/19/2011 22:45:01,   936.31,  243.28,      50,      71,      57,     11100.00,     48900.00
08/19/2011 22:55:01,   937.89,  231.63,      50,      71,      57,     11100.00,     48900.00
08/19/2011 23:05:01,   939.94,  224.21,      50,      71,      57,     11100.00,     48900.00
08/19/2011 23:15:01,   941.42,  219.23,      50,      71,      57,     11100.00,     48900.00
08/19/2011 23:25:01,   942.86,  215.97,      50,      71,      57,     11100.00,     48900.00
08/19/2011 23:35:01,   944.45,  213.67,      50,      71,      57,     11100.00,     48900.00
08/19/2011 23:45:01,   945.85,  212.52,      50,      71,      57,     11100.00,     48900.00
08/19/2011 23:55:01,   947.06,  211.28,      50,      71,      57,     11100.00,     48900.00
08/20/2011 00:05:01,   948.25,  210.61,      50,      71,      57,         0.00,         0.00
08/20/2011 00:15:01,   949.56,  209.75,      50,      71,      57,         0.00,         0.00
08/20/2011 00:25:01,   950.61,  208.83,      50,      71,      57,         0.00,         0.00
08/20/2011 00:35:01,   951.93,  208.33,      50,      71,      57,         0.00,         0.00
08/20/2011 00:45:01,   953.38,  207.93,      50,      71,      57,         0.00,         0.00
08/20/2011 00:55:01,   954.66,  207.51,      50,      71,      57,         0.00,         0.00
08/20/2011 01:05:01,   955.71,  207.36,      50,      71,      57,         0.00,         0.00
08/20/2011 01:15:01,   956.79,  207.06,      50,      71,      57,         0.00,         0.00
08/20/2011 01:25:01,   958.10,  206.83,      50,      71,      57,         0.00,         0.00
08/20/2011 01:35:01,   959.16,  206.12,      50,      71,      57,         0.00,         0.00
08/20/2011 01:45:01,   960.19,  205.63,      50,      71,      57,         0.00,         0.00
08/20/2011 01:55:01,   961.34,  205.40,      50,      71,      57,         0.00,         0.00
08/20/2011 02:05:01,   962.61,  205.07,      50,      71,      57,         0.00,         0.00
08/20/2011 02:15:02,   963.86,  204.95,      50,      71,      57,         0.00,         0.00
08/20/2011 02:25:01,   964.87,  204.94,      50,      71,      57,         0.00,         0.00
08/20/2011 02:35:01,   965.74,  205.20,      50,      71,      57,         0.00,         0.00
08/20/2011 02:45:01,   966.97,  205.08,      50,      71,      58,         0.00,         0.00
08/20/2011 02:55:01,   967.72,  205.05,      50,      71,      57,         0.00,         0.00
08/20/2011 03:05:01,   968.83,  204.59,      50,      71,      58,         0.00,         0.00
08/20/2011 03:15:01,   970.14,  204.69,      50,      71,      57,         0.00,         0.00
08/20/2011 03:25:01,   971.57,  204.53,      50,      71,      57,         0.00,         0.00
08/20/2011 03:35:01,   973.25,  204.54,      50,      71,      57,         0.00,         0.00
08/20/2011 03:45:01,   974.55,  204.28,      50,      71,      57,         0.00,         0.00
08/20/2011 03:55:01,   975.73,  204.14,      50,      71,      57,       400.00,         0.00
08/20/2011 04:05:01,   961.13,  207.86,      50,      71,      57,       900.00,      1200.00
08/20/2011 04:15:01,   947.58,  223.02,      50,      71,      57,      1300.00,      2800.00
08/20/2011 04:25:01,   932.16,  240.41,      50,      71,      58,      1300.00,      4300.00
08/20/2011 04:35:01,   935.94,  246.98,      50,      71,      57,      1300.00,      4400.00
08/20/2011 04:45:01,   936.75,  240.89,      50,      71,      57,      1300.00,      4400.00
08/20/2011 04:55:01,   939.02,  231.45,      50,      71,      57,      1300.00,      4400.00
08/20/2011 05:05:01,   940.72,  223.33,      50,      71,      57,      1300.00,      4400.00
08/20/2011 05:15:01,   942.47,  216.04,      50,      71,      57,      1300.00,      4400.00
08/20/2011 05:25:01,   944.16,  212.75,      50,      71,      57,      1300.00,      4400.00
08/20/2011 05:35:01,   948.13,  208.08,      50,      71,      57,      1300.00,      4400.00
08/20/2011 05:45:01,   949.36,  206.94,      50,      71,      57,      1300.00,      4400.00
08/20/2011 05:55:01,   951.36,  205.84,      50,      71,      58,      1300.00,      4400.00
08/20/2011 06:05:01,   952.62,  205.66,      50,      71,      57,      1300.00,      4400.00
08/20/2011 06:15:01,   954.96,  205.58,      50,      71,      58,      1300.00,      4400.00
08/20/2011 06:25:01,   955.65,  205.18,      50,      71,      58,      1300.00,      4400.00
08/20/2011 06:35:01,   957.49,  205.27,      50,      71,      58,      1300.00,      4400.00
08/20/2011 06:45:01,   959.80,  205.09,      50,      71,      57,      1300.00,      4400.00
08/20/2011 06:55:01,   962.77,  205.05,      50,      71,      57,      1300.00,      4400.00
08/20/2011 07:05:01,   966.59,  204.71,      50,      71,      57,      1300.00,      4400.00
08/20/2011 07:15:01,   970.13,  204.08,      50,      71,      57,      1300.00,      4400.00
08/20/2011 07:25:01,   975.02,  204.03,      50,      71,      57,      1300.00,      4400.00
08/20/2011 07:35:01,   967.22,  205.13,      50,      71,      57,      1700.00,      5300.00
08/20/2011 07:45:02,   953.24,  216.40,      50,      71,      57,      2200.00,      6800.00
08/20/2011 07:55:01,   939.89,  227.42,      50,      71,      57,      2400.00,      8400.00
08/20/2011 08:05:01,   927.47,  237.81,      50,      71,      57,      2600.00,      9700.00
08/20/2011 08:15:01,   935.65,  238.81,      50,      71,      57,      3100.00,      9700.00
08/20/2011 08:25:01,   938.45,  233.19,      50,      71,      57,      3600.00,      9700.00
08/20/2011 08:35:01,   941.77,  229.01,      50,      71,      57,      3800.00,      9700.00
08/20/2011 08:45:01,   946.16,  308.52,      50,      71,      57,      3800.00,      9700.00
08/20/2011 08:55:01,   950.13,  377.59,      50,      71,      57,      3800.00,      9700.00
08/20/2011 09:05:01,   953.77,  406.67,      50,      71,      57,      3800.00,      9700.00
08/20/2011 09:15:01,   957.76,  426.42,      50,      71,      57,      3800.00,      9700.00
08/20/2011 09:25:01,   959.37,  396.39,      50,      71,      57,      3800.00,      9700.00
08/20/2011 09:35:01,   961.77,  346.38,      50,      71,      57,      3800.00,      9700.00
08/20/2011 09:45:01,   963.94,  318.33,      50,      71,      57,      3800.00,      9700.00
08/20/2011 09:55:01,   965.63,  302.39,      50,      71,      57,      3800.00,      9700.00
08/20/2011 10:05:01,   947.66,  295.66,      50,      71,      57,      3800.00,     11200.00
08/20/2011 10:15:01,   936.54,  295.83,      49,      70,      57,      3800.00,     12800.00
08/20/2011 10:25:01,   925.32,  296.41,      49,      71,      57,      3800.00,     13800.00
08/20/2011 10:35:01,   932.68,  285.10,      49,      71,      57,      3800.00,     13800.00
08/20/2011 10:45:01,   934.50,  273.69,      49,      70,      58,      3800.00,     13800.00
08/20/2011 10:55:01,   937.64,  263.38,      49,      71,      57,      3800.00,     13800.00
08/20/2011 11:05:02,   941.04,  253.10,      49,      71,      57,      3800.00,     13800.00
08/20/2011 11:15:01,   943.10,  245.78,      49,      71,      58,      3800.00,     13800.00
08/20/2011 11:25:01,   946.48,  240.33,      49,      71,      57,      3800.00,     13800.00
