Date,Sensor1 (S1),Sensor2 (S2),Sensor3 (S3),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Sensor Temperature3 (S3),Generic(AI_5),Level(AI_1),Level(AI_2),Level(AI_3),Level(AI_4),Level(AI_6),Level(AI_7),Level(AI_8),Paddlewheel FlowMeter Rate(DI_A),Paddlewheel FlowMeter Rate(DI_B),Paddlewheel FlowMeter Total(DI_A),Paddlewheel FlowMeter Total(DI_B)
11/14/2011 5:35,2121.32,8.59,415.75,68,63,77,12.61,216,76,228,272,60,45,210,0,0,150392416,37111604
11/14/2011 5:55,2125.54,8.59,385.32,68,63,77,12.69,217,76,229,274,60,45,210,0,0,150392416,37111604
11/14/2011 6:15,2125.95,8.6,368.31,66,61,77,12.96,217,76,229,273,60,45,210,0,0,150392416,37111604
11/14/2011 6:35,2130.63,8.57,359.46,66,60,77,12.96,217,76,229,273,60,45,210,0,0,150392416,37111604
11/14/2011 6:55,2142.13,8.5,358.38,65,59,77,12.83,217,76,229,276,116,45,210,0,0,150392416,37111604
11/14/2011 7:15,2146.42,8.48,352.45,64,57,77,13.01,218,77,229,275,60,45,210,0,0,150392416,37111604
11/14/2011 7:35,2149.07,8.49,345.19,63,57,77,12.92,218,77,230,276,110,45,211,0,0,150392416,37111604
11/14/2011 7:55,2150.02,8.5,336.31,62,55,77,13.01,217,77,229,276,60,45,210,0,0,150392416,37111604
11/14/2011 8:15,2146.25,8.51,330.06,61,54,77,12.96,218,77,229,274,117,45,210,0,0,150392416,37111604
11/14/2011 8:35,2149.59,8.5,324.25,61,54,77,13.01,218,77,229,273,66,45,211,0,0,150392416,37111604
11/14/2011 8:55,2160.32,8.49,319.48,61,54,77,12.92,218,77,229,278,73,140,211,0,0,150392416,37111604
11/14/2011 9:15,2164.4,8.5,312.79,62,54,77,13.23,218,77,229,278,117,271,211,0,0,150392416,37111604
11/14/2011 9:35,2132.48,8.46,308.07,67,60,77,13.01,216,77,229,278, Invalid,271,210,421,0,150399728,37111604
11/14/2011 9:55,2105.7,8.48,300.33,71,67,77,12.61,216,77,228,276,60,271,210,382.08,0,150409440,37111604
11/14/2011 10:15,2112.05,8.53,290.39,75,71,77,12.38,217,76,229,280,60,271,210,0,0,150413936,37111604
11/14/2011 10:35,2132.09,8.56,281.27,78,76,77,12.65,217,76,229,277,117,271,210,0,0,150413936,37111604
11/14/2011 10:55,2156.14,8.61,273.29,80,79,77,12.56,217,76,229,281,115,271,210,0,0,150413936,37111604
11/14/2011 11:15,2173.96,8.56,274.32,74,70,77,13.23,217,77,229,281,59,271,211,0,0,150413936,37111604
11/14/2011 11:35,2155.98,8.49,272.74,72,67,77,13.41,216,76,229,278,59,271,210,389.98,0,150419472,37111604
11/14/2011 11:55,2130.91,8.52,263.1,72,68,77,13.54,216,76,227,278,117,261,209,426.78,0,150429184,37111604
11/14/2011 12:15,2098.56,8.54,254.57,76,72,77,12.92,216,76,228,279,70,271,210,0,113.31,150438496,37113376
11/14/2011 12:35,2144.19,8.54,542.47,77,74,77,13.14,215,76,227,278,59,271,209,0,0,150438496,37115272
11/14/2011 12:55,2166.86,8.56,640.34,77,74,77,13.18,212,76,225,278,59,249,207,0,0,150438496,37115272
11/14/2011 13:15,2189.49,8.58,464.23,76,73,77,13.54,211,76,225,278,117,248,207,0,0,150438496,37115272
11/14/2011 13:35,2209.7,8.6,403.88,75,71,77,13.76,211,76,226,279,117,249,207,428.9,0,150438864,37115272
11/14/2011 13:55,2164,8.5,390.9,75,71,77,13.49,212,76,225,279,117,248,208,374.57,0,150448544,37115272
11/14/2011 14:15,2142.4,8.53,373.17,75,72,77,13.18,211,76,225,278,59,248,207,377.46,0,150458240,37115272
11/14/2011 14:35,2134.96,8.57,354.06,76,73,77,12.83,212,76,225,274,117,249,207,0,0,150464208,37115272
11/14/2011 14:55,2159.66,8.61,339.6,77,73,77,12.87,212,76,225,274,59,248,207,0,0,150464208,37115272
11/14/2011 15:15,2191.59,8.55,335.58,76,72,77,13.23,211,76,225,279,116,248,207,0,0,150464208,37115272
11/14/2011 15:35,2226.65,8.48,333.61,76,73,77,13.09,211,76,224,278,59,248,207,0,111.93,150464208,37117168
11/14/2011 15:55,2224.59,8.51,321.71,75,70,77,13.41,211,76,224,275,59,248,207,419.27,112.59,150466192,37119748
11/14/2011 16:15,2181.92,8.53,311.93,75,71,77,13.09,211,76,224,274,59,249,207,423.12,0,150476256,37121776
11/14/2011 16:35,2143.46,8.54,303.49,76,72,77,12.61,211,76,224,273,117,249,207,421,0,150485984,37121776
11/14/2011 16:55,2115.34,8.57,293.36,76,72,77,12.56,211,76,224,275,59,248,207,0,0,150494864,37121776
11/14/2011 17:15,2148.33,8.61,284.75,76,72,77,12.61,211,76,224,280,111,248,206,0,0,150494864,37121776
11/14/2011 17:35,2182.48,8.55,284.63,76,73,77,12.61,211,76,225,279,59,248,207,0,0,150494864,37121776
11/14/2011 17:55,2213.53,8.5,283.71,76,72,77,12.61,211,76,225,273,58,248,207,0,118.57,150494864,37122816
11/14/2011 18:15,2231.03,8.56,273.82,75,71,77,13.18,211,76,225,273,93,248,207,0,120.99,150494864,37125404
11/14/2011 18:35,2181.75,8.58,268.01,75,71,77,12.61,211,76,225,277,58,248,207,421,0,150504384,37127024
11/14/2011 18:55,2137.97,8.6,261.79,75,71,77,12.34,211,76,225,277,58,249,207,430.83,0,150514112,37127024
11/14/2011 19:15,2126.11,8.5,265.38,76,73,77,12.12,212,76,225,277,117,248,207,380.54,0,150523712,37127024
11/14/2011 19:35,2144.19,8.54,259.02,76,73,77,12.38,212,75,225,279,58,248,207,0,0,150525312,37127024
11/14/2011 19:55,2166.07,8.57,254.07,76,73,77,11.94,211,76,225,275,117,247,207,0,0,150525312,37127024
11/14/2011 20:15,2187.21,8.59,249.73,76,72,77,12.38,211,75,225,275,58,248,207,0,130.71,150525312,37128852
11/14/2011 20:35,2221.95,8.53,510.44,75,71,77,12.61,210,76,224,273,58,247,206,0,92.77,150525312,37131308
11/14/2011 20:55,2205.09,8.53,650.81,75,71,77,12.61,207,75,222,271,74,248,205,421,0,150530160,37132544
11/14/2011 21:15,2165.64,8.58,469.23,76,73,77,12.25,207,75,222,276,58,248,205,423.12,0,150539664,37132544
11/14/2011 21:35,2127.65,8.57,404.66,76,71,77,12.03,207,75,222,273,58,248,205,426.78,0,150549232,37132544
11/14/2011 21:55,2172.09,8.53,385.73,76,73,77,11.98,207,76,222,275,58,248,204,0,0,150549408,37132544
11/14/2011 22:15,2198.78,8.5,374.41,76,73,77,12.34,207,75,222,275,58,248,205,0,0,150549408,37132544
11/14/2011 22:35,2217.9,8.55,358.85,75,71,77,12.29,207,76,221,278,58,247,205,0,127.01,150549408,37134872
11/14/2011 22:55,2208.41,8.54,349.27,76,72,77,12.61,207,75,222,274,58,248,205,419.27,97.82,150552880,37137444
11/14/2011 23:15,2173.44,8.53,344.19,75,71,77,12.07,207,76,221,273,58,247,204,426.78,0,150562704,37138424
11/14/2011 23:35,2148.4,8.51,339.25,77,73,77,11.81,207,76,221,280,58,248,204,419.27,0,150572352,37138424
11/14/2011 23:55,2136.42,8.52,332.25,76,72,77,11.81,207,75,222,278,58,248,205,0,0,150579040,37138424
11/15/2011 0:15,2156.07,8.55,325,75,71,77,11.76,207,75,221,275,58,247,205,0,0,150579040,37138424
11/15/2011 0:35,2179.94,8.57,317.8,76,72,77,11.98,207,75,222,275,58,247,204,0,0,150579040,37138424
11/15/2011 0:55,2204.42,8.57,312.38,76,72,77,12.34,207,75,222,274,58,247,205,0,74.27,150579040,37139004
11/15/2011 1:15,2228.96,8.57,307.35,76,72,77,12.69,207,75,223,274,58,247,206,0,98.93,150579040,37141592
11/15/2011 1:35,2192.92,8.57,303.18,76,73,77,12.38,207,76,222,274,58,247,205,428.71,0,150587264,37144068
11/15/2011 1:55,2154.89,8.57,299.35,75,72,77,12.03,208,76,222,279,58,247,206,428.52,0,150596880,37144068
11/15/2011 2:15,2118.09,8.57,295.89,75,71,77,11.76,208,76,222,280,58,246,205,0,0,150606208,37144068
11/15/2011 2:35,2154.94,8.58,291.79,76,72,77,11.72,208,76,222,279,58,247,205,0,0,150606208,37144068
11/15/2011 2:55,2173.41,8.59,287.13,75,71,77,12.07,207,76,222,278,58,246,205,0,0,150606208,37144068
11/15/2011 3:15,2200.31,8.6,283.7,76,72,77,12.03,207,75,222,278,58,247,205,0,0,150606208,37144068
11/15/2011 3:35,2233.96,8.53,285.89,75,72,77,12.43,207,76,222,277,58,247,206,0,128.77,150606208,37146632
11/15/2011 3:55,2192.4,8.51,285.57,75,71,77,11.72,207,75,223,280,57,247,205,426.78,131.67,150615296,37149168
11/15/2011 4:15,2157.32,8.54,280.35,75,71,77,11.76,207,75,222,277,117,247,205,413.68,110.51,150624944,37151032
11/15/2011 4:35,2125.65,8.55,512,75,71,77,11.63,206,76,221,278,57,247,205,404.82,0,150634624,37152892
11/15/2011 4:55,2120.67,8.57,652.95,75,72,77,11.45,204,76,220,278,58,246,204,0,0,150641152,37152892
11/15/2011 5:15,2139.92,8.6,480.68,76,72,77,11.49,204,76,220,277,117,246,204,0,0,150641152,37152892
11/15/2011 5:35,2171.74,8.54,416.3,76,73,77,11.81,204,76,219,277,58,247,204,0,0,150641152,37152892
11/15/2011 5:55,2205.9,8.51,393.95,76,73,77,11.76,204,76,220,276,57,247,204,0,125.17,150641152,37153456
11/15/2011 6:15,2187.13,8.55,374.18,76,72,77,12.07,204,76,220,276,57,246,205,432.76,131.67,150643968,37156032
11/15/2011 6:35,2156.95,8.57,361.38,75,72,77,11.76,204,76,220,276,57,246,204,428.71,0,150653600,37156060
11/15/2011 6:55,2117,8.6,349.88,76,72,77,11.4,204,76,220,278,58,246,204,413.68,0,150663280,37156060
11/15/2011 7:15,2160.42,8.54,347.82,76,73,77,11.54,204,76,220,278,57,246,204,0,0,150663760,37156060
11/15/2011 7:35,2191.79,8.52,346.26,76,73,77,11.81,204,76,220,278,94,246,204,0,0,150663760,37156060
11/15/2011 7:55,2215.2,8.53,341.56,75,72,77,12.07,204,75,220,278,117,246,205,0,127.9,150663760,37158144
11/15/2011 8:15,2205.93,8.56,333.61,76,72,77,12.07,204,76,220,281,117,246,204,389.79,157.09,150667536,37160716
11/15/2011 8:35,2158.66,8.6,325.54,75,72,77,12.12,204,76,220,279,57,246,205,428.71,0,150677328,37161484
11/15/2011 8:55,2143.07,8.53,326.98,76,73,77,11.36,204,76,220,278,117,246,204,423.12,0,150687056,37161484
11/15/2011 9:15,2115.56,8.52,324.81,76,73,77,11.23,204,76,219,279,57,245,204,0,0,150696000,37161484
11/15/2011 9:35,2144.44,8.59,315.9,76,73,77,11.45,204,76,220,275,57,245,205,0,0,150696000,37161484
11/15/2011 9:55,2172.01,8.57,312.92,76,73,77,11.67,204,75,220,278,57,246,203,0,0,150696000,37161484
11/15/2011 10:15,2206.89,8.53,313.58,76,73,77,11.81,204,75,219,278,57,245,204,0,108.47,150696000,37162024
11/15/2011 10:35,2235.98,8.52,313.14,76,72,77,12.07,203,76,219,278,57,245,203,0,122.65,150696000,37164616
11/15/2011 10:55,2189.27,8.56,305.63,76,72,77,12.07,203,75,219,278,57,245,203,383.62,103.46,150705280,37167160
11/15/2011 11:15,2156.56,8.58,301.98,76,72,77,11.67,203,75,220,274,56,244,203,413.87,0,150715024,37167184
11/15/2011 11:35,2123.31,8.58,298.4,77,73,77,11.76,203,76,219,274,57,245,203,422.74,0,150724736,37167184
11/15/2011 11:55,2154.53,8.57,296.61,77,73,77,11.72,203,75,220,276,57,244,204,0,0,150726912,37167184
11/15/2011 12:15,2191.1,8.51,299.88,76,73,77,11.81,203,75,219,275,57,244,203,0,123.48,150726912,37169008
11/15/2011 12:35,2225.23,8.49,547.06,76,72,77,12.12,202,75,218,280,57,244,203,0,105.33,150726912,37171460
11/15/2011 12:55,2195.7,8.52,652.49,75,71,77,12.12,199,75,216,276,57,244,201,426.78,0,150734352,37172688
11/15/2011 13:15,2153.79,8.54,469.65,76,72,77,11.76,199,75,217,279,57,244,202,423.12,0,150743872,37172688
11/15/2011 13:35,2148.77,8.56,400.64,76,73,77,11.85,199,75,217,273,57,244,202,0,0,150751744,37172688
11/15/2011 13:55,2170.94,8.58,374,77,73,77,11.81,198,75,216,275,57,244,202,0,0,150751744,37172688
11/15/2011 14:15,2204.31,8.53,368.94,76,72,77,12.03,199,75,216,273,56,244,201,0,0,150751744,37172688
11/15/2011 14:35,2236,8.52,364.42,76,71,77,12.29,199,75,216,276,102,244,202,0,53.73,150751744,37174296
11/15/2011 14:55,2196.22,8.55,354.32,75,71,77,12.29,198,75,216,275,56,244,202,424.86,77.84,150760624,37176120
11/15/2011 15:15,2156.94,8.57,345.9,75,71,77,11.98,199,75,217,275,56,244,202,432.56,0,150770304,37176176
11/15/2011 15:35,2126.12,8.59,338.55,76,73,77,12.03,199,75,216,271,56,243,201,0,0,150779488,37176176
11/15/2011 15:55,2169.9,8.57,334.38,77,73,77,11.98,199,75,217,272,56,244,202,0,0,150779488,37176176
11/15/2011 16:15,2203.5,8.53,335.86,76,72,77,12.34,199,75,216,272,56,243,202,0,73.65,150779488,37176300
11/15/2011 16:35,2234.28,8.52,333.72,76,72,77,12.34,199,75,216,271,56,244,202,0,67.81,150779488,37178160
11/15/2011 16:55,2226.86,8.58,326.67,75,72,77,12.61,199,75,217,266,56,244,201,426.97,117.01,150781568,37180308
11/15/2011 17:15,2201.05,8.57,322.32,75,71,77,12.38,199,75,216,268,56,244,201,428.71,130.71,150791760,37182860
11/15/2011 17:35,2177.08,8.5,325.29,76,72,77,12.07,200,75,216,267,56,243,201,417.34,0,150801616,37183864
11/15/2011 17:55,2142.39,8.53,320.76,76,72,77,11.45,199,75,217,266,56,243,201,423.12,0,150811264,37183864
11/15/2011 18:15,2165.96,8.6,312.04,76,73,77,11.76,200,75,217,274,56,243,201,0,0,150813712,37183864
11/15/2011 18:35,2199.4,8.57,311.9,76,72,77,12.07,199,74,217,273,56,242,202,0,0,150813712,37183864
11/15/2011 18:55,2234.57,8.54,312.7,75,71,77,12.16,199,75,216,273,56,243,202,0,144.33,150813712,37186392
11/15/2011 19:15,2240.48,8.5,313.14,76,71,77,12.29,199,75,216,274,56,243,202,430.83,121.82,150815296,37188976
11/15/2011 19:35,2203.37,8.56,306.55,76,71,77,12.12,199,75,216,275,55,243,202,432.56,134.58,150825472,37191520
11/15/2011 19:55,2174.17,8.59,301.4,75,71,77,11.81,199,75,217,275,56,243,202,394.8,0,150835344,37192652
11/15/2011 20:15,2154.95,8.56,301.11,76,73,77,11.45,199,75,216,275,56,243,202,428.52,140.98,150844992,37194428
11/15/2011 20:35,2132.93,8.5,515.77,76,72,77,10.87,198,75,215,278,55,242,201,0,0,150854480,37196280
11/15/2011 20:55,2171.27,8.55,639.47,76,72,77,11.54,195,75,214,274,55,243,200,0,0,150854480,37196280
11/15/2011 21:15,2188.28,8.6,458.58,75,71,77,11.45,195,75,213,275,55,244,200,0,0,150854480,37196280
11/15/2011 21:35,2223.97,8.55,405.19,75,71,77,11.45,195,75,213,275,55,242,199,0,0,150854480,37196280
11/15/2011 21:55,2259.48,8.52,386.53,75,71,77,11.81,194,75,213,273,55,243,200,0,131.64,150854480,37197524
11/15/2011 22:15,2229.69,8.55,371.96,75,71,77,11.85,195,75,214,274,55,242,200,432.56,127.9,150861728,37200068
11/15/2011 22:35,2181.64,8.6,356.59,75,71,77,11.76,195,75,213,273,55,243,200,424.86,0,150871728,37201996
11/15/2011 22:55,2155.19,8.55,352.49,76,72,77,11.58,194,75,214,275,55,243,199,408.29,0,150881408,37201996
11/15/2011 23:15,2174.68,8.52,351.09,76,73,77,11.49,196,75,214,275,55,243,200,0,0,150885648,37201996
11/15/2011 23:35,2201.06,8.53,347.27,76,72,77,11.67,196,75,213,273,55,242,200,0,107.85,150885648,37202028
11/15/2011 23:55,2219.67,8.6,336.08,75,72,77,11.76,196,75,214,275,55,243,199,0,124.38,150885648,37204612
11/16/2011 0:15,2229.56,8.54,335.14,75,71,77,12.03,196,75,214,276,55,242,199,430.83,136.65,150888416,37207180
11/16/2011 0:35,2201.56,8.5,337.08,75,72,77,11.76,196,75,214,273,55,242,198,430.64,122.58,150898560,37209716
11/16/2011 0:55,2158.87,8.55,330.2,75,72,77,11.58,196,75,214,273,55,242,198,428.52,0,150908224,37209940
11/16/2011 1:15,2123.63,8.59,322.23,76,72,77,11.32,196,75,214,273,55,242,198,421,0,150917904,37209940
11/16/2011 1:35,2163.32,8.57,319.39,76,73,77,11.54,196,75,214,275,55,242,198,0,0,150918304,37209940
11/16/2011 1:55,2196.6,8.52,321.35,76,72,77,11.81,196,75,214,274,93,243,198,0,0,150918304,37209940
11/16/2011 2:15,2222,8.53,319.81,75,71,77,11.81,196,75,214,275,117,242,198,0,134.58,150918304,37212176
11/16/2011 2:35,2214.49,8.58,311.06,75,71,77,12.12,196,75,214,273,66,242,198,393.26,142.05,150921616,37214752
11/16/2011 2:55,2187.83,8.55,309.31,75,72,77,11.81,196,74,214,275,117,243,198,421,0,150931536,37216016
11/16/2011 3:15,2156.18,8.49,312.17,76,72,77,11.49,196,75,214,274,117,242,199,424.86,0,150941168,37216016
11/16/2011 3:35,2147.52,8.57,303.86,76,73,77,11.49,196,75,214,274,55,242,199,0,0,150947792,37216016
11/16/2011 3:55,2172.73,8.58,299.19,76,73,77,11.45,196,75,214,273,54,242,199,0,0,150947792,37216016
11/16/2011 4:15,2204.66,8.53,302.95,75,72,77,11.72,196,75,214,273,55,242,199,0,89.97,150947792,37217828
11/16/2011 4:35,2239.47,8.48,550.91,76,72,77,11.81,195,75,213,279,90,242,199,0,97.82,150947792,37220284
11/16/2011 4:55,2225.49,8.54,652.05,75,72,77,12.07,192,75,212,275,54,242,197,419.08,0,150952256,37221516
11/16/2011 5:15,2183.24,8.58,472.6,75,72,77,12.03,192,75,212,277,54,241,198,430.64,0,150961792,37221516
11/16/2011 5:35,2142.48,8.56,404.92,75,71,77,11.81,193,75,211,276,55,242,198,430.64,0,150971360,37221516
11/16/2011 5:55,2169.71,8.5,388.37,76,73,77,11.81,192,75,211,278,55,241,198,0,0,150975360,37221516
11/16/2011 6:15,2188.9,8.57,368.46,76,72,77,12.03,192,75,212,276,117,242,198,0,0,150975360,37221516
11/16/2011 6:35,2213.01,8.57,357.65,75,71,77,12.29,193,75,212,276,114,242,198,0,127.84,150975360,37222440
11/16/2011 6:55,2248.72,8.51,357.67,76,72,77,12.65,193,75,212,278,54,241,198,0,117.81,150975360,37225016
11/16/2011 7:15,2238.63,8.56,349.26,75,72,77,13.01,192,75,211,276,69,241,198,413.87,104.7,150978336,37227604
11/16/2011 7:35,2193.02,8.59,340.72,75,72,77,12.56,193,75,211,277,69,242,197,419.27,147.96,150988496,37230144
11/16/2011 7:55,2172.63,8.55,338.75,75,71,77,12.29,191,75,211,278,69,242,198,413.68,0,150998272,37230452
11/16/2011 8:15,2164.35,8.5,341.58,75,71,77,12.07,192,75,211,275, Invalid,242,198,0,0,151006768,37230452
11/16/2011 8:35,2182.65,8.57,331.57,75,72,77,12.38,191,75,211,273, Invalid,242,197,0,0,151006768,37230452
11/16/2011 8:55,2210.31,8.56,328.38,75,71,77,12.56,192,75,211,279, Invalid,241,197,0,137.69,151006768,37231072
11/16/2011 9:15,2245.98,8.5,330.59,75,72,77,12.92,191,75,212,273, Invalid,241,198,0,124.31,151006768,37233668
11/16/2011 9:35,2220.29,8.56,323.25,75,71,77,12.96,191,75,212,275, Invalid,242,198,396.53,97.86,151012720,37236228
11/16/2011 9:55,2178.86,8.6,316.99,75,71,77,13.01,192,74,212,275, Invalid,241,198,426.59,0,151022736,37238008
11/16/2011 10:15,2150.71,8.53,319.4,75,71,77,12.25,192,75,211,275, Invalid,242,198,430.64,0,151032448,37238008
11/16/2011 10:35,2162.01,8.52,318.99,75,72,77,12.38,192,75,212,268, Invalid,242,199,0,0,151037360,37238008
11/16/2011 10:55,2183.06,8.58,311.04,76,72,77,12.61,192,75,211,267, Invalid,241,202,0,0,151037360,37238008
11/16/2011 11:15,2210.07,8.57,309.76,75,72,77,12.69,192,75,212,263, Invalid,241,204,0,111.2,151037360,37238848
11/16/2011 11:35,2242.92,8.51,312.61,76,72,77,12.96,192,75,212,263, Invalid,241,206,0,128.84,151037360,37241448
11/16/2011 11:55,2202.59,8.56,307.34,75,71,77,12.92,192,75,212,264, Invalid,241,208,423.12,137.76,151044768,37244004
11/16/2011 12:15,2166.86,8.59,302.05,75,71,77,12.92,191,75,212,253, Invalid,241,210,424.86,114,151054544,37246452
11/16/2011 12:35,2150.99,8.52,500.71,75,71,77,12.69,191,74,210,253, Invalid,241,211,406.55,0,151064176,37248384
11/16/2011 12:55,2162.33,8.53,650.78,75,72,77,12.92,188,74,208,250, Invalid,241,212,0,0,151068528,37248384
11/16/2011 13:15,2182.57,8.6,464.59,76,72,77,13.18,188,74,208,250, Invalid,242,214,0,0,151068528,37248384
11/16/2011 13:35,2212.89,8.54,403.99,76,72,77,13.54,188,74,208,242, Invalid,241,216,0,0,151068528,37248384
11/16/2011 13:55,2242.43,8.53,386.11,75,72,77,13.58,188,75,208,239, Invalid,241,217,0,128.77,151068528,37249560
11/16/2011 14:15,2222.44,8.57,368.17,75,71,77,13.67,188,74,208,238, Invalid,241,219,426.78,130.64,151072720,37252132
11/16/2011 14:35,2179.6,8.6,356.22,75,71,77,13.54,188,74,208,238, Invalid,241,220,424.86,0,151082768,37254192
11/16/2011 14:55,2162.33,8.51,358.68,76,72,77,13.58,187,74,208,236, Invalid,242,222,404.82,0,151092448,37254192
11/16/2011 15:15,2136.58,8.53,354.09,75,72,77,13.41,187,74,208,236, Invalid,240,224,0,0,151101568,37254192
11/16/2011 15:35,2170.81,8.59,342.59,76,73,77,13.63,188,74,209,231, Invalid,241,226,0,0,151101568,37254192
11/16/2011 15:55,2201.93,8.55,341.29,76,72,77,14.03,187,74,208,227, Invalid,241,227,0,79.91,151101568,37254264
11/16/2011 16:15,2230.46,8.52,341.59,75,71,77,13.98,188,74,208,223, Invalid,241,229,0,123.44,151101568,37256864
11/16/2011 16:35,2252.32,8.58,332.04,76,72,77,14.34,188,74,208,219, Invalid,241,231,425.05,83.64,151101872,37259456
11/16/2011 16:55,2198.8,8.56,330.42,75,72,77,14.25,188,74,208,219, Invalid,241,232,398.07,137.69,151112048,37262000
11/16/2011 17:15,2177.58,8.48,334.79,75,71,77,13.94,188,74,209,216, Invalid,240,235,417.34,0,151121984,37263240
11/16/2011 17:35,2143.01,8.53,328.56,76,72,77,13.94,189,74,208,211, Invalid,240,237,413.68,0,151131712,37263240
11/16/2011 17:55,2144.84,8.57,322.84,76,72,77,13.89,188,74,208,213, Invalid,240,238,0,0,151137216,37263240
11/16/2011 18:15,2169.32,8.58,317.78,76,72,77,14.34,188,74,208,208, Invalid,240,240,0,0,151137216,37263240
11/16/2011 18:35,2197.15,8.59,314.25,76,72,77,14.56,188,74,209,204, Invalid,240,242,0,0,151137216,37263240
11/16/2011 18:55,2224.86,8.59,311.74,76,73,77,14.52,188,74,208,204, Invalid,241,244,0,122.61,151137216,37265516
11/16/2011 19:15,2220.45,8.53,313.71,75,71,77,14.87,187,74,209,197, Invalid,240,247,428.71,128.84,151139840,37268084
11/16/2011 19:35,2193.53,8.48,317.64,75,71,77,14.61,189,74,208,199, Invalid,240,249,426.78,120.99,151149968,37270616
11/16/2011 19:55,2164.31,8.51,313.68,75,72,77,14.38,188,74,209,194, Invalid,240,251,428.71,0,151159760,37271028
11/16/2011 20:15,2123.56,8.54,309.47,75,72,77,13.98,188,74,208,190, Invalid,240,253,419.27,104.67,151169408,37272712
11/16/2011 20:35,2159.53,8.57,549.63,76,73,77,14.3,187,74,208,187, Invalid,240,254,0,0,151170656,37274504
11/16/2011 20:55,2182.49,8.6,656.02,76,72,77,14.65,184,74,206,181, Invalid,240,255,0,0,151170656,37274504
11/16/2011 21:15,2214.3,8.53,493.85,75,72,77,14.56,184,74,206,179, Invalid,240,257,0,0,151170656,37274504
11/16/2011 21:35,2240.63,8.53,421.83,75,71,77,14.87,184,74,206,180, Invalid,240,259,0,0,151170656,37274504
11/16/2011 21:55,2267.26,8.59,385.78,75,72,77,15.05,184,74,206,179, Invalid,240,262,438.73,143.22,151171008,37275756
11/16/2011 22:15,2220.2,8.55,375.68,74,71,77,15.18,184,74,206,176, Invalid,240,264,391.52,116.25,151181120,37278288
11/16/2011 22:35,2191.45,8.49,375.85,74,70,77,14.83,184,74,206,172, Invalid,239,265,383.43,0,151191184,37280304
11/16/2011 22:55,2150.69,8.55,363.79,74,70,77,14.65,184,74,206,167, Invalid,239,268,417.34,0,151200912,37280304
11/16/2011 23:15,2146.69,8.59,352.46,74,71,77,14.52,185,74,206,165, Invalid,239,271,0,0,151208864,37280304
11/16/2011 23:35,2167.54,8.57,347.77,74,70,77,14.65,184,74,206,161, Invalid,239,272,0,0,151208864,37280304
11/16/2011 23:55,2198.6,8.51,349.8,74,71,77,14.92,185,74,206,151, Invalid,239,275,0,0,151208864,37280304
11/17/2011 0:15,2220.27,8.58,340.69,75,71,77,15.14,184,74,206,151, Invalid,239,277,0,149.2,151208864,37282824
11/17/2011 0:35,2249.23,8.55,336.37,74,70,77,15.54,184,74,206,149, Invalid,239,279,0,128.84,151208864,37285416
11/17/2011 0:55,2225.44,8.48,339.43,74,70,77,15.76,185,74,206,143, Invalid,239,281,380.35,103.53,151216752,37287964
11/17/2011 1:15,2184.42,8.54,330.67,74,70,77,15.5,184,74,206,142, Invalid,239,284,421,0,151226848,37290140
11/17/2011 1:35,2141.33,8.58,323.75,73,69,77,15.14,185,74,206,138, Invalid,239,286,413.68,0,151236608,37290140
11/17/2011 1:55,2117.28,8.55,322.52,74,70,77,14.78,185,74,206,135, Invalid,239,288,408.29,0,151246336,37290140
11/17/2011 2:15,2138.78,8.49,325.53,74,70,77,15.14,185,74,206,132, Invalid,239,290,0,0,151249664,37290140
11/17/2011 2:35,2158.71,8.56,317.55,74,71,77,15.23,185,74,207,132, Invalid,238,292,0,0,151249664,37290140
11/17/2011 2:55,2177.48,8.61,300.95,74,71,77,15.45,185,74,207,131, Invalid,239,294,0,0,151249664,37290140
11/17/2011 3:15,2208.75,8.53,292.37,74,70,77,15.41,185,75,207,124, Invalid,238,297,0,165.77,151249664,37290916
11/17/2011 3:35,2236.34,8.54,284.4,74,71,77,15.58,185,74,207,124, Invalid,238,299,0,121.78,151249664,37293512
11/17/2011 3:55,2224.33,8.59,272.99,73,70,77,15.98,185,74,207,120, Invalid,239,302,426.78,115.53,151253248,37296084
11/17/2011 4:15,2181.39,8.57,267.95,73,70,77,15.63,186,75,207,121, Invalid,238,304,421,143.19,151262992,37298520
11/17/2011 4:35,2147.81,8.49,326.45,73,69,77,15.32,185,75,206,117, Invalid,238,304,419.08,105.33,151272640,37300936
11/17/2011 4:55,2126.58,8.5,701.98,73,69,77,15.23,181,74,204,119, Invalid,238,303,417.34,0,151282128,37301444
11/17/2011 5:15,2141.03,8.57,582.03,73,70,77,15.45,182,75,205,112, Invalid,238,303,0,0,151284272,37301444
11/17/2011 5:35,2164.54,8.58,456.5,73,69,77,15.54,182,74,204,112, Invalid,238,303,0,0,151284272,37301444
11/17/2011 5:55,2199.91,8.51,412.11,74,71,77,15.85,182,75,205,112, Invalid,238,303,0,0,151284272,37301444
11/17/2011 6:15,2215.74,8.55,383.67,73,70,77,16.12,181,74,204,116, Invalid,238,302,0,129.7,151284272,37303984
11/17/2011 6:35,2206.02,8.59,363.35,73,69,77,16.43,181,74,204,112, Invalid,238,302,419.27,124.31,151287104,37306556
